2954,P,NAD83(CSRS) / Prince Edward Isl. Stereographic (NAD83),47.09;-64.49;45.9;-61.9
2955,P,NAD83(CSRS) / UTM zone 11N,83.5;-120;48.99;-114
2956,P,NAD83(CSRS) / UTM zone 12N,84;-114;48.99;-108
2957,P,NAD83(CSRS) / UTM zone 13N,84;-108;48.99;-102
2958,P,NAD83(CSRS) / UTM zone 17N,84;-84;41.67;-78
2959,P,NAD83(CSRS) / UTM zone 18N,84;-78;43.63;-72
2960,P,NAD83(CSRS) / UTM zone 19N,84;-72;40.8;-66
2961,P,NAD83(CSRS) / UTM zone 20N,84;-66;40.04;-60
2962,P,NAD83(CSRS) / UTM zone 21N,84;-60;38.56;-54
2963,P,Lisbon 1890 (Lisbon) / Portugal Bonne,42.16;-9.56;36.95;-6.19
2964,P,NAD27 / Alaska Albers,71.4;172.42;51.3;-129.99
2965,P,NAD83 / Indiana East (ftUS),41.77;-86.59;37.95;-84.78
2966,P,NAD83 / Indiana West (ftUS),41.77;-88.06;37.77;-86.24
2967,P,NAD83(HARN) / Indiana East (ftUS),41.77;-86.59;37.95;-84.78
2968,P,NAD83(HARN) / Indiana West (ftUS),41.77;-88.06;37.77;-86.24
2969,P,Fort Marigot / UTM zone 20N,18.17;-63.21;17.82;-62.73
2970,P,Guadeloupe 1948 / UTM zone 20N,16.55;-61.85;15.8;-60.97
2971,P,CSG67 / UTM zone 22N,5.81;-54;3.43;-51.61
2972,P,RGFG95 / UTM zone 22N,8.88;-54;2.17;-49.45
2973,P,Martinique 1938 / UTM zone 20N,14.93;-61.29;14.35;-60.76
2975,P,RGR92 / UTM zone 40S,-18.28;54;-24.72;58.24
2976,P,Tahiti 52 / UTM zone 6S,-17.41;-150;-17.93;-149.09
2977,P,Tahaa 54 / UTM zone 5S,-16.17;-151.91;-16.96;-150.89
2978,P,IGN72 Nuku Hiva / UTM zone 7S,-8.72;-140.31;-9.57;-139.44
2980,P,Combani 1950 / UTM zone 38S,-12.61;44.98;-13.05;45.35
2981,P,IGN56 Lifou / UTM zone 58S,-20.62;166.98;-21.24;167.52
2985,P,Petrels 1972 / Terre Adelie Polar Stereographic,-66.1;139.44;-66.78;141.5
2986,P,Perroud 1950 / Terre Adelie Polar Stereographic,-65.61;136;-67.13;142
2987,P,Saint Pierre et Miquelon 1950 / UTM zone 21N,47.19;-56.48;46.69;-56.07
2988,P,MOP78 / UTM zone 1S,-13.16;-176.25;-13.41;-176.07
2991,P,NAD83 / Oregon LCC (m),46.26;-124.6;41.98;-116.47
2992,P,NAD83 / Oregon GIC Lambert (ft),46.26;-124.6;41.98;-116.47
2993,P,NAD83(HARN) / Oregon LCC (m),46.26;-124.6;41.98;-116.47
2994,P,NAD83(HARN) / Oregon GIC Lambert (ft),46.26;-124.6;41.98;-116.47
2995,P,IGN53 Mare / UTM zone 58S,-21.32;167.75;-21.71;168
2996,P,ST84 Ile des Pins / UTM zone 58S,-22.49;167.36;-22.73;167.61
2997,P,ST71 Belep / UTM zone 58S,-19.5;163.54;-19.85;163.75
2998,P,NEA74 Noumea / UTM zone 58S,-22.19;166.35;-22.37;166.54
2999,P,Grand Comoros / UTM zone 38S,-11.31;43.16;-11.99;43.55
3000,P,Segara / NEIEZ,4.29;114.55;-4.24;119.06
3001,P,Batavia / NEIEZ,5.97;95.16;-8.91;115.77
3002,P,Makassar / NEIEZ,-1.88;118.71;-6.54;120.78
3003,P,Monte Mario / Italy zone 1,47.04;5.93;36.53;12
3004,P,Monte Mario / Italy zone 2,47.1;12;34.76;18.99
3005,P,NAD83 / BC Albers,60.01;-139.04;48.25;-114.08
3006,P,SWEREF99 TM,69.07;10.03;54.96;24.17
3007,P,SWEREF99 12 00,60.13;10.93;56.74;13.11
3008,P,SWEREF99 13 30,62.28;12.12;55.28;14.79
3009,P,SWEREF99 15 00,61.62;13.54;55.95;16.15
3010,P,SWEREF99 16 30,62.26;15.41;56.15;17.63
3011,P,SWEREF99 18 00,60.7;17.08;58.66;19.61
3012,P,SWEREF99 14 15,64.39;11.93;61.55;15.55
3013,P,SWEREF99 15 45,65.13;13.66;60.44;17.01
3014,P,SWEREF99 17 15,67.19;14.31;62.12;19.04
3015,P,SWEREF99 18 45,66.17;17.18;56.86;20.22
3016,P,SWEREF99 20 15,69.07;16.08;63.45;23.28
3017,P,SWEREF99 21 45,66.43;19.63;65.01;22.91
3018,P,SWEREF99 23 15,68.14;21.85;65.49;24.17
3019,P,RT90 7.5 gon V,59.73;10.93;57.29;12.91
3020,P,RT90 5 gon V,64.39;11.81;55.28;15.44
3021,P,RT90 2.5 gon V,67.18;13.66;55.95;17.73
3022,P,RT90 0 gon,68.54;16.08;56.86;20.22
3023,P,RT90 2.5 gon O,69.07;18.4;63.37;22.2
3024,P,RT90 5 gon O,68.58;21.34;65.24;24.17
3025,P,RT38 7.5 gon V,59.73;10.93;57.29;12.91
3026,P,RT38 5 gon V,64.39;11.81;55.28;15.44
3027,P,RT38 2.5 gon V,67.18;13.66;55.95;17.73
3028,P,RT38 0 gon,68.54;16.08;56.86;20.22
3029,P,RT38 2.5 gon O,69.07;18.4;63.37;22.2
3030,P,RT38 5 gon O,68.58;21.34;65.24;24.17
3031,P,WGS 84 / Antarctic Polar Stereographic,-60;-180;-90;180
3032,P,WGS 84 / Australian Antarctic Polar Stereographic,-60;45;-90;160
3033,P,WGS 84 / Australian Antarctic Lambert,-60;45;-80;160
3034,P,ETRS89-extended / LCC Europe,84.73;-35.58;24.6;44.83
3035,P,ETRS89-extended / LAEA Europe,84.73;-35.58;24.6;44.83
3036,P,Moznet / UTM zone 36S,-11.41;30.21;-27.58;36
3037,P,Moznet / UTM zone 37S,-10.09;36;-27.71;42
3040,P,ETRS89 / UTM zone 28N (N-E),72.44;-16.1;34.93;-11.99
3041,P,ETRS89 / UTM zone 29N (N-E),74.13;-12;34.91;-6
3042,P,ETRS89 / UTM zone 30N (N-E),80.49;-6;35.26;0.01
3043,P,ETRS89 / UTM zone 31N (N-E),82.45;0;37;6.01
3044,P,ETRS89 / UTM zone 32N (N-E),84.33;6;38.76;12.01
3045,P,ETRS89 / UTM zone 33N (N-E),84.42;12;46.4;18.01
3046,P,ETRS89 / UTM zone 34N (N-E),84.54;17.99;58.84;24.01
3047,P,ETRS89 / UTM zone 35N (N-E),84.73;24;59.64;30.01
3048,P,ETRS89 / UTM zone 36N (N-E),84.7;30;61.73;36.01
3049,P,ETRS89 / UTM zone 37N (N-E),79.07;36;72.99;38.01
3052,P,Reykjavik 1900 / Lambert 1900,66.59;-24.66;63.34;-13.38
3053,P,Hjorsey 1955 / Lambert 1955,66.59;-24.66;63.34;-13.38
3054,P,Hjorsey 1955 / UTM zone 26N,65.85;-24.66;64.71;-24
3055,P,Hjorsey 1955 / UTM zone 27N,66.52;-24;63.34;-18
3056,P,Hjorsey 1955 / UTM zone 28N,66.58;-18;63.45;-13.38
3057,P,ISN93 / Lambert 1993,69.59;-30.87;59.96;-5.55
3058,P,Helle 1954 / Jan Mayen Grid,71.24;-9.17;70.75;-7.87
3059,P,LKS92 / Latvia TM,58.09;19.06;55.67;28.24
3060,P,IGN72 Grande Terre / UTM zone 58S,-20.03;163.92;-22.45;167.09
3061,P,Porto Santo 1995 / UTM zone 28N,33.15;-17.31;32.35;-16.23
3062,P,Azores Oriental 1995 / UTM zone 26N,37.96;-25.92;36.87;-24.72
3063,P,Azores Central 1995 / UTM zone 26N,39.14;-28.9;38.32;-26.97
3064,P,IGM95 / UTM zone 32N,47.04;5.93;36.53;12
3065,P,IGM95 / UTM zone 33N,47.1;12;34.79;18
3066,P,ED50 / Jordan TM,33.38;34.88;29.18;39.31
3067,P,ETRS89 / TM35FIN(E,N),70.09;19.08;58.84;31.59
3068,P,DHDN / Soldner Berlin,52.65;13.09;52.33;13.76
3069,P,NAD27 / Wisconsin Transverse Mercator,47.31;-92.89;42.48;-86.25
3070,P,NAD83 / Wisconsin Transverse Mercator,47.31;-92.89;42.48;-86.25
3071,P,NAD83(HARN) / Wisconsin Transverse Mercator,47.31;-92.89;42.48;-86.25
3072,P,NAD83 / Maine CS2000 East,47.37;-68.58;44.18;-66.91
3074,P,NAD83 / Maine CS2000 West,46.58;-71.09;43.07;-69.6
3075,P,NAD83(HARN) / Maine CS2000 East,47.37;-68.58;44.18;-66.91
3077,P,NAD83(HARN) / Maine CS2000 West,46.58;-71.09;43.07;-69.6
3078,P,NAD83 / Michigan Oblique Mercator,48.32;-90.42;41.69;-82.13
3079,P,NAD83(HARN) / Michigan Oblique Mercator,48.32;-90.42;41.69;-82.13
3080,P,NAD27 / Shackleford,36.5;-106.66;25.83;-93.5
3081,P,NAD83 / Texas State Mapping System,36.5;-106.66;25.83;-93.5
3082,P,NAD83 / Texas Centric Lambert Conformal,36.5;-106.66;25.83;-93.5
3083,P,NAD83 / Texas Centric Albers Equal Area,36.5;-106.66;25.83;-93.5
3084,P,NAD83(HARN) / Texas Centric Lambert Conformal,36.5;-106.66;25.83;-93.5
3085,P,NAD83(HARN) / Texas Centric Albers Equal Area,36.5;-106.66;25.83;-93.5
3086,P,NAD83 / Florida GDL Albers,31.01;-87.63;24.41;-79.97
3087,P,NAD83(HARN) / Florida GDL Albers,31.01;-87.63;24.41;-79.97
3088,P,NAD83 / Kentucky Single Zone,39.15;-89.57;36.49;-81.95
3089,P,NAD83 / Kentucky Single Zone (ftUS),39.15;-89.57;36.49;-81.95
3090,P,NAD83(HARN) / Kentucky Single Zone,39.15;-89.57;36.49;-81.95
3091,P,NAD83(HARN) / Kentucky Single Zone (ftUS),39.15;-89.57;36.49;-81.95
3092,P,Tokyo / UTM zone 51N,24.94;123.62;23.98;125.51
3093,P,Tokyo / UTM zone 52N,34.9;126.63;24.4;132
3094,P,Tokyo / UTM zone 53N,37.58;132;20.37;138
3095,P,Tokyo / UTM zone 54N,45.54;138;24.67;144
3096,P,Tokyo / UTM zone 55N,44.4;144;42.84;145.87
3097,P,JGD2000 / UTM zone 51N,29.71;122.38;21.1;126
3098,P,JGD2000 / UTM zone 52N,38.63;126;21.12;132
3099,P,JGD2000 / UTM zone 53N,43.55;132;17.09;138
3100,P,JGD2000 / UTM zone 54N,46.05;138;17.63;144
3101,P,JGD2000 / UTM zone 55N,45.65;144;23.03;147.86
3102,P,American Samoa 1962 / American Samoa Lambert,-14.11;-170.88;-14.43;-169.38
3106,P,Gulshan 303 / TM 90 NE,26.64;88.01;20.52;92.67
3107,P,GDA94 / SA Lambert,-25.99;128.99;-38.13;141.01
3108,P,ETRS89 / Guernsey Grid,50.16;-3.73;49.11;-2.02
3109,P,ETRS89 / Jersey Transverse Mercator,49.44;-2.72;48.77;-1.81
3110,P,AGD66 / Vicgrid66,-33.98;140.96;-39.2;150.04
3111,P,GDA94 / Vicgrid,-33.98;140.96;-39.2;150.04
3112,P,GDA94 / Geoscience Australia Lambert,-9.86;112.85;-43.7;153.69
3113,P,GDA94 / BCSG02,-24.64;152.37;-29.36;153.69
3114,P,MAGNA-SIRGAS / Colombia Far West zone,2.48;-79.1;1.23;-78.58
3115,P,MAGNA-SIRGAS / Colombia West zone,10.21;-78.59;0.03;-75.58
3116,P,MAGNA-SIRGAS / Colombia Bogota zone,11.82;-75.59;-2.51;-72.58
3117,P,MAGNA-SIRGAS / Colombia East Central zone,12.52;-72.59;-4.23;-69.58
3118,P,MAGNA-SIRGAS / Colombia East zone,6.31;-69.59;-2.25;-66.87
3119,P,Douala 1948 / AEF west,4.99;8.45;2.16;10.4
3120,P,Pulkovo 1942(58) / Poland zone I,52.34;18;49;24.15
3121,P,PRS92 / Philippines zone 1,18.64;116.04;6.21;118
3122,P,PRS92 / Philippines zone 2,20.42;118;3.02;120.07
3123,P,PRS92 / Philippines zone 3,21.62;119.7;3;122.21
3124,P,PRS92 / Philippines zone 4,22.18;121.74;3.44;124.29
3125,P,PRS92 / Philippines zone 5,21.97;123.73;4.76;126.65
3126,P,ETRS89 / ETRS-GK19FIN,60.34;19.24;60.08;19.5
3127,P,ETRS89 / ETRS-GK20FIN,60.48;19.5;59.92;20.5
3128,P,ETRS89 / ETRS-GK21FIN,69.33;20.5;59.84;21.5
3129,P,ETRS89 / ETRS-GK22FIN,69.31;21.5;59.76;22.5
3130,P,ETRS89 / ETRS-GK23FIN,68.74;22.5;59.75;23.5
3131,P,ETRS89 / ETRS-GK24FIN,68.84;23.5;59.86;24.5
3132,P,ETRS89 / ETRS-GK25FIN,68.9;24.5;59.94;25.5
3133,P,ETRS89 / ETRS-GK26FIN,69.94;25.5;60.18;26.5
3134,P,ETRS89 / ETRS-GK27FIN,70.05;26.5;60.36;27.5
3135,P,ETRS89 / ETRS-GK28FIN,70.09;27.5;60.42;28.5
3136,P,ETRS89 / ETRS-GK29FIN,69.81;28.5;60.94;29.5
3137,P,ETRS89 / ETRS-GK30FIN,67.98;29.5;61.43;30.5
3138,P,ETRS89 / ETRS-GK31FIN,64.27;30.5;62.08;31.59
3139,P,Vanua Levu 1915 / Vanua Levu Grid,-16.1;178.42;-17.07;-179.77
3140,P,Viti Levu 1912 / Viti Levu Grid,-17.25;177.19;-18.32;178.75
3141,P,Fiji 1956 / UTM zone 60S,-16.1;176.81;-19.22;180
3142,P,Fiji 1956 / UTM zone 1S,-16.1;-180;-17.04;-179.77
3144,P,FD54 / Faroe Lambert,62.41;-7.49;61.33;-6.33
3145,P,ETRS89 / Faroe Lambert,62.41;-7.49;61.33;-6.33
3148,P,Indian 1960 / UTM zone 48N,23.4;102.14;8.33;108
3149,P,Indian 1960 / UTM zone 49N,21.56;108;10.43;109.53
3152,P,ST74,59.43;17.75;59.22;18.2
3153,P,NAD83(CSRS) / BC Albers,60.01;-139.04;48.25;-114.08
3154,P,NAD83(CSRS) / UTM zone 7N,72.53;-141.01;52.05;-138
3155,P,NAD83(CSRS) / UTM zone 8N,79.42;-138;48.06;-132
3156,P,NAD83(CSRS) / UTM zone 9N,80.93;-132;46.52;-126
3157,P,NAD83(CSRS) / UTM zone 10N,81.8;-126;48.13;-120
3158,P,NAD83(CSRS) / UTM zone 14N,84;-102;48.99;-96
3159,P,NAD83(CSRS) / UTM zone 15N,84;-96;48.03;-90
3160,P,NAD83(CSRS) / UTM zone 16N,84;-90;46.11;-84
3161,P,NAD83 / Ontario MNR Lambert,56.9;-95.16;41.67;-74.35
3162,P,NAD83(CSRS) / Ontario MNR Lambert,56.9;-95.16;41.67;-74.35
3163,P,RGNC91-93 / Lambert New Caledonia,-19.5;163.54;-22.73;168.19
3164,P,ST87 Ouvea / UTM zone 58S,-20.34;166.44;-20.77;166.71
3165,P,NEA74 Noumea / Noumea Lambert,-22.19;166.35;-22.37;166.54
3166,P,NEA74 Noumea / Noumea Lambert 2,-22.19;166.35;-22.37;166.54
3167,P,Kertau (RSO) / RSO Malaya (ch),6.72;99.59;1.21;104.6
3168,P,Kertau (RSO) / RSO Malaya (m),6.72;99.59;1.21;104.6
3169,P,RGNC91-93 / UTM zone 57S,-15.34;156.25;-26.03;162.01
3170,P,RGNC91-93 / UTM zone 58S,-14.83;162;-26.45;168
3171,P,RGNC91-93 / UTM zone 59S,-19.75;168;-25.95;174.28
3172,P,IGN53 Mare / UTM zone 59S,-21.35;168;-21.71;168.19
3173,P,fk89 / Faroe Lambert FK89,62.41;-7.49;61.33;-6.33
3174,P,NAD83 / Great Lakes Albers,50.74;-93.17;40.99;-74.47
3175,P,NAD83 / Great Lakes and St Lawrence Albers,52.22;-93.17;40.99;-54.75
3176,P,Indian 1960 / TM 106 NE,11.15;106.54;7.99;110
3177,P,LGD2006 / Libya TM,35.23;9.31;19.5;26.21
3178,P,GR96 / UTM zone 18N,79.04;-75;74.52;-72
3179,P,GR96 / UTM zone 19N,80.9;-72;73.24;-66
3180,P,GR96 / UTM zone 20N,82.22;-66;68.92;-60
3181,P,GR96 / UTM zone 21N,84;-60;58.91;-54
3182,P,GR96 / UTM zone 22N,84;-54;56.9;-48
3183,P,GR96 / UTM zone 23N,84;-48;56.38;-42
3184,P,GR96 / UTM zone 24N,84;-42;56.56;-36
3185,P,GR96 / UTM zone 25N,84;-36;60.16;-30
3186,P,GR96 / UTM zone 26N,84;-30;64.96;-24
3187,P,GR96 / UTM zone 27N,84;-24;67.7;-18
3188,P,GR96 / UTM zone 28N,84;-18;68.67;-12
3189,P,GR96 / UTM zone 29N,84;-12;72.43;-6
3190,P,LGD2006 / Libya TM zone 5,30.49;9.31;25.37;10.01
3191,P,LGD2006 / Libya TM zone 6,33.23;10;23.51;12
3192,P,LGD2006 / Libya TM zone 7,33.06;12;22.8;14
3193,P,LGD2006 / Libya TM zone 8,32.79;14;22.61;16
3194,P,LGD2006 / Libya TM zone 9,31.34;16;22.51;18.01
3195,P,LGD2006 / Libya TM zone 10,32.17;18;21.54;20
3196,P,LGD2006 / Libya TM zone 11,33;20;20.54;22
3197,P,LGD2006 / Libya TM zone 12,32.97;22;19.5;24
3198,P,LGD2006 / Libya TM zone 13,32.15;24;19.99;25.21
3199,P,LGD2006 / UTM zone 32N,33.92;9.31;23.51;12
3200,P,FD58 / Iraq zone,33.22;47.13;26.21;53.61
3201,P,LGD2006 / UTM zone 33N,35.23;12;22.51;18
3202,P,LGD2006 / UTM zone 34N,35.03;17.99;19.5;24.01
3203,P,LGD2006 / UTM zone 35N,33.6;24;19.99;26.21
3204,P,WGS 84 / SCAR IMW SP19-20,-60;-72;-64;-60
3205,P,WGS 84 / SCAR IMW SP21-22,-60;-60;-64;-48
3206,P,WGS 84 / SCAR IMW SP23-24,-60;-48;-64;-36
3207,P,WGS 84 / SCAR IMW SQ01-02,-64;-180;-68;-168
3208,P,WGS 84 / SCAR IMW SQ19-20,-64;-72;-68;-60
3209,P,WGS 84 / SCAR IMW SQ21-22,-64;-60;-68;-48
3210,P,WGS 84 / SCAR IMW SQ37-38,-64;36;-68;48
3211,P,WGS 84 / SCAR IMW SQ39-40,-64;48;-68;60
3212,P,WGS 84 / SCAR IMW SQ41-42,-64;60;-68;72
3213,P,WGS 84 / SCAR IMW SQ43-44,-64;72;-68;84
3214,P,WGS 84 / SCAR IMW SQ45-46,-64;84;-68;96
3215,P,WGS 84 / SCAR IMW SQ47-48,-64;96;-68;108
3216,P,WGS 84 / SCAR IMW SQ49-50,-64;108;-68;120
3217,P,WGS 84 / SCAR IMW SQ51-52,-64;120;-68;132
3218,P,WGS 84 / SCAR IMW SQ53-54,-64;132;-68;144
3219,P,WGS 84 / SCAR IMW SQ55-56,-64;144;-68;156
3220,P,WGS 84 / SCAR IMW SQ57-58,-64;156;-68;168
3221,P,WGS 84 / SCAR IMW SR13-14,-68;-108;-72;-96
3222,P,WGS 84 / SCAR IMW SR15-16,-68;-96;-72;-84
3223,P,WGS 84 / SCAR IMW SR17-18,-68;-84;-72;-72
3224,P,WGS 84 / SCAR IMW SR19-20,-68;-72;-72;-60
3225,P,WGS 84 / SCAR IMW SR27-28,-68;-24;-72;-12
3226,P,WGS 84 / SCAR IMW SR29-30,-68;-12;-72;0
3227,P,WGS 84 / SCAR IMW SR31-32,-68;0;-72;12
3228,P,WGS 84 / SCAR IMW SR33-34,-68;12;-72;24
3229,P,WGS 84 / SCAR IMW SR35-36,-68;24;-72;36
3230,P,WGS 84 / SCAR IMW SR37-38,-68;36;-72;48
3231,P,WGS 84 / SCAR IMW SR39-40,-68;48;-72;60
3232,P,WGS 84 / SCAR IMW SR41-42,-68;60;-72;72
3233,P,WGS 84 / SCAR IMW SR43-44,-68;72;-72;84
3234,P,WGS 84 / SCAR IMW SR45-46,-68;84;-72;96
3235,P,WGS 84 / SCAR IMW SR47-48,-68;96;-72;108
3236,P,WGS 84 / SCAR IMW SR49-50,-68;108;-72;120
3237,P,WGS 84 / SCAR IMW SR51-52,-68;120;-72;132
3238,P,WGS 84 / SCAR IMW SR53-54,-68;132;-72;144
3239,P,WGS 84 / SCAR IMW SR55-56,-68;144;-72;156
3240,P,WGS 84 / SCAR IMW SR57-58,-68;156;-72;168
3241,P,WGS 84 / SCAR IMW SR59-60,-68;168;-72;180
3242,P,WGS 84 / SCAR IMW SS04-06,-72;-162;-76;-144
3243,P,WGS 84 / SCAR IMW SS07-09,-72;-144;-76;-126
3244,P,WGS 84 / SCAR IMW SS10-12,-72;-126;-76;-108
3245,P,WGS 84 / SCAR IMW SS13-15,-72;-108;-76;-90
3246,P,WGS 84 / SCAR IMW SS16-18,-72;-90;-76;-72
3247,P,WGS 84 / SCAR IMW SS19-21,-72;-72;-76;-54
3248,P,WGS 84 / SCAR IMW SS25-27,-72;-36;-76;-18
3249,P,WGS 84 / SCAR IMW SS28-30,-72;-18;-76;0
3250,P,WGS 84 / SCAR IMW SS31-33,-72;0;-76;18
3251,P,WGS 84 / SCAR IMW SS34-36,-72;18;-76;36
3252,P,WGS 84 / SCAR IMW SS37-39,-72;36;-76;54
3253,P,WGS 84 / SCAR IMW SS40-42,-72;54;-76;72
3254,P,WGS 84 / SCAR IMW SS43-45,-72;72;-76;90
3255,P,WGS 84 / SCAR IMW SS46-48,-72;90;-76;108
3256,P,WGS 84 / SCAR IMW SS49-51,-72;108;-76;126
3257,P,WGS 84 / SCAR IMW SS52-54,-72;126;-76;144
3258,P,WGS 84 / SCAR IMW SS55-57,-72;144;-76;162
3259,P,WGS 84 / SCAR IMW SS58-60,-72;162;-76;180
3260,P,WGS 84 / SCAR IMW ST01-04,-76;-180;-80;-156
3261,P,WGS 84 / SCAR IMW ST05-08,-76;-156;-80;-132
3262,P,WGS 84 / SCAR IMW ST09-12,-76;-132;-80;-108
3263,P,WGS 84 / SCAR IMW ST13-16,-76;-108;-80;-84
3264,P,WGS 84 / SCAR IMW ST17-20,-76;-84;-80;-60
3265,P,WGS 84 / SCAR IMW ST21-24,-76;-60;-80;-36
3266,P,WGS 84 / SCAR IMW ST25-28,-76;-36;-80;-12
3267,P,WGS 84 / SCAR IMW ST29-32,-76;-12;-80;12
3268,P,WGS 84 / SCAR IMW ST33-36,-76;12;-80;36
3269,P,WGS 84 / SCAR IMW ST37-40,-76;36;-80;60
3270,P,WGS 84 / SCAR IMW ST41-44,-76;60;-80;84
3271,P,WGS 84 / SCAR IMW ST45-48,-76;84;-80;108
3272,P,WGS 84 / SCAR IMW ST49-52,-76;108;-80;132
3273,P,WGS 84 / SCAR IMW ST53-56,-76;132;-80;156
3274,P,WGS 84 / SCAR IMW ST57-60,-76;156;-80;180
3275,P,WGS 84 / SCAR IMW SU01-05,-80;-180;-84;-150
3276,P,WGS 84 / SCAR IMW SU06-10,-80;-150;-84;-120
3277,P,WGS 84 / SCAR IMW SU11-15,-80;-120;-84;-90
3278,P,WGS 84 / SCAR IMW SU16-20,-80;-90;-84;-60
3279,P,WGS 84 / SCAR IMW SU21-25,-80;-60;-84;-30
3280,P,WGS 84 / SCAR IMW SU26-30,-80;-30;-84;0
3281,P,WGS 84 / SCAR IMW SU31-35,-80;0;-84;30
3282,P,WGS 84 / SCAR IMW SU36-40,-80;30;-84;60
3283,P,WGS 84 / SCAR IMW SU41-45,-80;60;-84;90
3284,P,WGS 84 / SCAR IMW SU46-50,-80;90;-84;120
3285,P,WGS 84 / SCAR IMW SU51-55,-80;120;-84;150
3286,P,WGS 84 / SCAR IMW SU56-60,-80;150;-84;180
3287,P,WGS 84 / SCAR IMW SV01-10,-84;-180;-88;-120
3288,P,WGS 84 / SCAR IMW SV11-20,-84;-120;-88;-60
3289,P,WGS 84 / SCAR IMW SV21-30,-84;-60;-88;0
3290,P,WGS 84 / SCAR IMW SV31-40,-84;0;-88;60
3291,P,WGS 84 / SCAR IMW SV41-50,-84;60;-88;120
3292,P,WGS 84 / SCAR IMW SV51-60,-84;120;-88;180
3293,P,WGS 84 / SCAR IMW SW01-60,-88;-180;-90;180
3294,P,WGS 84 / USGS Transantarctic Mountains,-68.6;149.83;-80;174.01
3295,P,Guam 1963 / Yap Islands,9.69;137.99;9.39;138.27
3296,P,RGPF / UTM zone 5S,-12.5;-158.13;-26.7;-150
3297,P,RGPF / UTM zone 6S,-7.29;-150;-31.2;-144
3298,P,RGPF / UTM zone 7S,-4.52;-144;-31.24;-138
3299,P,RGPF / UTM zone 8S,-5.52;-138;-26.58;-131.97
3300,P,Estonian Coordinate System of 1992,59.75;21.74;57.52;28.2
3301,P,Estonian Coordinate System of 1997,60;20.37;57.52;28.2
3302,P,IGN63 Hiva Oa / UTM zone 7S,-9.64;-139.23;-10.08;-138.75
3303,P,Fatu Iva 72 / UTM zone 7S,-10.36;-138.75;-10.6;-138.54
3304,P,Tahiti 79 / UTM zone 6S,-17.44;-149.7;-17.93;-149.09
3305,P,Moorea 87 / UTM zone 6S,-17.41;-150;-17.63;-149.73
3306,P,Maupiti 83 / UTM zone 5S,-16.34;-152.39;-16.57;-152.14
3307,P,Nakhl-e Ghanem / UTM zone 39N,28.2;51.8;27.3;53.01
3308,P,GDA94 / NSW Lambert,-28.15;140.99;-37.53;153.69
3309,P,NAD27 / California Albers,42.01;-124.45;32.53;-114.12
3310,P,NAD83 / California Albers,42.01;-124.45;32.53;-114.12
3311,P,NAD83(HARN) / California Albers,42.01;-124.45;32.53;-114.12
3312,P,CSG67 / UTM zone 21N,5.69;-54.45;4.84;-54
3313,P,RGFG95 / UTM zone 21N,5.69;-54.61;2.11;-54
3316,P,Kasai 1953 / Congo TM zone 22,-5.31;21.5;-7.31;23.01
3317,P,Kasai 1953 / Congo TM zone 24,-5.01;23;-6.99;25
3318,P,IGC 1962 / Congo TM zone 12,-4.67;12.17;-6.04;13.01
3319,P,IGC 1962 / Congo TM zone 14,-4.28;13;-5.91;15.01
3320,P,IGC 1962 / Congo TM zone 16,-3.29;15;-5.87;17
3321,P,IGC 1962 / Congo TM zone 18,-3.4;17;-5.38;19
3322,P,IGC 1962 / Congo TM zone 20,-4.01;19;-7.29;21
3323,P,IGC 1962 / Congo TM zone 22,-5.31;21;-7.31;23
3324,P,IGC 1962 / Congo TM zone 24,-5.01;23;-6.99;25
3325,P,IGC 1962 / Congo TM zone 26,-4.23;25;-7.26;27
3326,P,IGC 1962 / Congo TM zone 28,-4.24;27;-7.36;29
3327,P,IGC 1962 / Congo TM zone 30,-4.34;29;-6.04;29.64
3328,P,Pulkovo 1942(58) / GUGiK-80,54.89;14.14;49;24.15
3329,P,Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 5,54.72;13.5;46.54;16.5
3330,P,Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 6,54.89;16.5;40.14;19.5
3331,P,Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 7,54.51;19.5;39.64;22.5
3332,P,Pulkovo 1942(58) / 3-degree Gauss-Kruger zone 8,54.41;22.5;41.24;25.5
3333,P,Pulkovo 1942(58) / Gauss-Kruger zone 3,54.89;12;45.78;18
3334,P,Pulkovo 1942(58) / Gauss-Kruger zone 4,54.89;18;39.64;24
3335,P,Pulkovo 1942(58) / Gauss-Kruger zone 5,50.93;24;41.24;29.74
3336,P,IGN 1962 Kerguelen / UTM zone 42S,-48.6;68.69;-49.78;70.62
3337,P,Le Pouce 1934 / Mauritius Grid,-19.94;57.25;-20.57;57.85
3338,P,NAD83 / Alaska Albers,71.4;172.42;51.3;-129.99
3339,P,IGCB 1955 / Congo TM zone 12,-4.67;12.17;-6.04;13.01
3340,P,IGCB 1955 / Congo TM zone 14,-4.28;13;-5.91;15.01
3341,P,IGCB 1955 / Congo TM zone 16,-4.42;14.99;-5.87;16.28
3342,P,IGCB 1955 / UTM zone 33S,-4.28;12.17;-6.04;16.28
3343,P,Mauritania 1999 / UTM zone 28N,23.46;-18;14.72;-12
3344,P,Mauritania 1999 / UTM zone 29N,27.3;-12;14.75;-6
3345,P,Mauritania 1999 / UTM zone 30N,25.74;-6;15.49;-4.8
